iter	F1	Logloss
108	0.9970314228	0.01701816337
109	0.9971707399	0.01672274534
110	0.9972615194	0.01655260555
111	0.9972879516	0.0163943097
112	0.9973144677	0.01619909088
113	0.9974051879	0.01603200452
114	0.9974669691	0.01587136611
115	0.9975043965	0.01555784305
116	0.9976039185	0.01541457035
117	0.9976040136	0.01532178791
118	0.9976681337	0.01515514332
119	0.9977366382	0.01494253421
120	0.9977653114	0.01481634458
121	0.9978093543	0.01471723742
122	0.9978644829	0.01457334009
123	0.9979504625	0.01440808423
124	0.9979681568	0.01433177355
125	0.9980411016	0.01415266548
126	0.9980587836	0.01398150641
127	0.9980698089	0.01389079766
128	0.9981271797	0.01373914876
129	0.9981603293	0.01354764849
130	0.9981890012	0.01339543574
131	0.9982044619	0.01323229493
132	0.9982839548	0.01312559256
133	0.9983281354	0.01295602188
134	0.9983546174	0.01276812584
135	0.9983767021	0.01259875898
136	0.9983987649	0.01249281759
137	0.9984472872	0.01235719357
138	0.998445085	0.01231530991
139	0.9985046119	0.01220158604
140	0.9984979918	0.01213066867
141	0.9985619762	0.01200443534
142	0.9986171243	0.0117575788
143	0.9986546393	0.01152826212
144	0.9986612588	0.0114223653
145	0.9987142079	0.0112807357
146	0.998705346	0.01112853014
147	0.9987693583	0.01103859907
148	0.9987693583	0.01093815099
149	0.9987693692	0.01078400449
150	0.998787002	0.01069920998
151	0.9988288823	0.01062036983
152	0.9988509372	0.01051359798
153	0.9988685662	0.01047862137
154	0.9988707692	0.0103619996
155	0.9988818388	0.01027336485
156	0.9988994484	0.01016517959
157	0.9989347554	0.01008424755
158	0.9989457712	0.01005189465
159	0.9989766662	0.009897795668
160	0.9989744495	0.009843161996
161	0.9990097503	0.009715217181
162	0.9990163732	0.00966272869
163	0.99906493	0.009542200466
164	0.9990759385	0.009487742945
165	0.9990891588	0.009435687838
166	0.9991046027	0.009363589427
167	0.9991023993	0.009335905956
168	0.9991288603	0.009256024602
169	0.9991288603	0.009231292166
170	0.9991420815	0.00917464438
171	0.9991420777	0.009127803163
172	0.9991663432	0.008997525646
173	0.9992413884	0.008896457506
174	0.9992568204	0.008789585229
175	0.9992612244	0.00872304712
176	0.9992612277	0.008664006852
177	0.9992722333	0.008605169198
178	0.9992766536	0.008575474053
179	0.9992832585	0.008511942898
180	0.9993273716	0.008406836299
181	0.9993361871	0.008357693868
182	0.9993450027	0.008310967851
183	0.9993472067	0.00828088021
184	0.9993494135	0.008231920316
185	0.9993582322	0.008118781756
186	0.999358235	0.008094185395
187	0.9993714589	0.008027735239
188	0.999378071	0.00798210179
189	0.99938689	0.007938865481
190	0.999384686	0.007893873372
191	0.9993957064	0.007839198313
192	0.9993979106	0.007808837299
193	0.9994023215	0.007748744156
194	0.99941335	0.007709900395
195	0.9994265827	0.007672135489
196	0.9994221744	0.007617496111
197	0.9994287895	0.007546724506
198	0.9994354021	0.007463141816
199	0.9994398105	0.007387186463
200	0.9994508342	0.007291840808
201	0.9994508342	0.007273952404
202	0.9994596514	0.007214183591
203	0.9994750888	0.007139055359
204	0.9994772954	0.007055031904
205	0.9994750911	0.006960354618
206	0.9994883286	0.006929191687
207	0.9995015571	0.006858265868
208	0.9995103769	0.006784838663
209	0.9995368308	0.006697530189
210	0.9995324217	0.00663155986
211	0.9995544694	0.006581519187
212	0.999556674	0.006546036644
213	0.9995522628	0.006525243772
214	0.9995500582	0.006504114815
215	0.999569902	0.006470987028
216	0.9995787208	0.00641437537
217	0.9995765161	0.006378706258
218	0.999585335	0.006312326929
219	0.9995941558	0.006236750884
220	0.9995963606	0.00621481659
221	0.9995963606	0.006157837472
222	0.9995963606	0.006113460108
223	0.9995963606	0.006089975668
224	0.999600772	0.006045734179
225	0.9996029768	0.005987797348
226	0.9996073864	0.005968114824
227	0.9996073847	0.005950557014
228	0.9996029733	0.005908980209
229	0.9996073864	0.005853466396
230	0.9996095913	0.00581644456
231	0.9996117944	0.005766203299
232	0.9996162041	0.005741840702
233	0.9996139976	0.005709614142
234	0.9996184073	0.005683411582
235	0.9996162024	0.005626060304
236	0.9996162024	0.00556185001
237	0.9996095878	0.005543391369
238	0.9996095878	0.00553390394
239	0.9996184073	0.00548171812
240	0.9996184073	0.005470187942
241	0.9996184073	0.005423357726
242	0.9996228171	0.005379631204
243	0.9996228171	0.005351064537
244	0.999627227	0.005306008379
245	0.999618409	0.005259792422
246	0.9996206139	0.005223232322
247	0.9996272286	0.005188963757
248	0.9996250237	0.00517667587
249	0.9996360468	0.005127183775
250	0.9996470734	0.005076232409
251	0.9996492799	0.005051727335
252	0.9996514834	0.005019061165
253	0.9996492768	0.004978181996
254	0.9996514819	0.004963041681
255	0.9996625087	0.004915620748
256	0.9996647138	0.004892949954
257	0.9996625087	0.004847371255
258	0.9996603036	0.004827146074
259	0.9996625087	0.004780897414
260	0.9996625087	0.004780886422
261	0.9996625087	0.004780875434
262	0.999669124	0.004772090207
263	0.9996669189	0.004744865355
264	0.999669124	0.00473409038
265	0.999669124	0.004710718306
266	0.9996801482	0.004676251539
267	0.9996823534	0.004648930667
268	0.9996757379	0.004600583518
269	0.9996757379	0.004584703865
270	0.9996735342	0.00450833613
271	0.9996801496	0.004489917544
272	0.9996801496	0.004474518587
273	0.9996845614	0.004450677374
274	0.9996845614	0.004443013983
275	0.9996867665	0.004417804518
276	0.9996889717	0.004399727142
277	0.9996999978	0.0043548689
278	0.999702203	0.004340286156
279	0.9997088188	0.004322265473
280	0.9997088188	0.004266485834
281	0.9997088188	0.004244735614
282	0.9997088188	0.004244730905
283	0.9997088188	0.004244726197
284	0.9997088188	0.004244721491
285	0.9997088188	0.004244716787
286	0.9997088188	0.004244712083
287	0.9997088188	0.004244707381
288	0.9997088188	0.004244688583
289	0.9997088188	0.004244683888
290	0.9997088188	0.004244679194
291	0.9997088188	0.004244674502
292	0.9997088188	0.004244669811
293	0.9997088188	0.004244665121
294	0.9997088188	0.004244660433
295	0.9997088188	0.004244655745
296	0.9997088188	0.00424465106
297	0.9997088188	0.004244646375
298	0.9997088188	0.004244641692
299	0.9997088188	0.004244637011
300	0.9997088188	0.004244632331
301	0.9997088188	0.004244627652
302	0.9997088188	0.004244627652
303	0.9997088188	0.004244627652
304	0.9997088188	0.004244627652
305	0.9997088188	0.004244627652
306	0.9997088188	0.004244627652
307	0.9997088188	0.004244627652
308	0.9997088188	0.004244627652
309	0.9997088188	0.004244627652
310	0.9997088188	0.004244627652
311	0.9997066135	0.004228563377
312	0.99971764	0.004180493854
313	0.99971764	0.004180479286
314	0.9997220506	0.004129625167
315	0.9997220506	0.004129625167
316	0.9997220506	0.004129625167
317	0.9997220506	0.004129625167
318	0.9997220506	0.004129596553
319	0.9997220506	0.004129581378
320	0.9997220506	0.004129581378
321	0.9997220506	0.004129581378
322	0.9997220506	0.004129581378
323	0.999724256	0.004112257153
324	0.9997286667	0.004089484317
325	0.9997286667	0.00408171377
326	0.9997352828	0.004047079142
327	0.9997352828	0.004047079142
328	0.9997352828	0.004047079142
329	0.9997352828	0.004047043655
330	0.9997352828	0.004041841368
331	0.9997374871	0.004029410774
332	0.9997374882	0.004008790952
333	0.9997308721	0.003988404891
334	0.9997330774	0.003976218596
335	0.9997308721	0.003958214186
336	0.9997374882	0.003926602744
337	0.999741899	0.003912942222
338	0.9997463099	0.003896939715
339	0.9997463099	0.003879569628
340	0.9997463099	0.003861259001
341	0.9997485154	0.003846030902
342	0.9997463099	0.003822781642
343	0.9997463099	0.003822770815
344	0.9997463099	0.003822760006
345	0.9997485154	0.003814685651
346	0.9997529263	0.003796254161
347	0.9997485154	0.003747532096
348	0.9997529263	0.003730045508
349	0.9997573372	0.003700695455
350	0.9997639538	0.003667928265
351	0.9997683648	0.00364159901
352	0.9997683648	0.003587889448
353	0.9997683648	0.00356643533
354	0.9997705704	0.003558858221
355	0.9997661593	0.003549676991
356	0.9997683648	0.003538709381
357	0.9997639538	0.003522453543
358	0.9997705704	0.003490325977
359	0.9997727759	0.003474620624
360	0.9997727759	0.003474616311
361	0.9997683648	0.003460019738
362	0.9997705704	0.003447225311
363	0.9997705704	0.003426851058
364	0.9997705704	0.003426851058
365	0.9997705704	0.003426837485
366	0.9997705704	0.003426827649
367	0.9997705704	0.003422166825
368	0.9997705704	0.003394459496
369	0.999777187	0.003375824833
370	0.999777187	0.003375815673
371	0.999777187	0.003375796645
372	0.999777187	0.00337577763
373	0.999777187	0.003375758627
374	0.999777187	0.003375739637
375	0.999777187	0.00337572066
376	0.999777187	0.00337572066
377	0.999777187	0.00337572066
378	0.999777187	0.00337572066
379	0.999777187	0.00337572066
380	0.999777187	0.00337572066
381	0.999777187	0.00337572066
382	0.999777187	0.00337572066
383	0.999777187	0.00337572066
384	0.999777187	0.00337572066
385	0.999777187	0.00337572066
386	0.999777187	0.00337572066
387	0.999777187	0.00337572066
388	0.999777187	0.00337572066
389	0.999777187	0.00337572066
390	0.999777187	0.00337572066
391	0.999777187	0.00337572066
392	0.999777187	0.00337572066
393	0.999777187	0.00337572066
394	0.999777187	0.00337572066
395	0.999777187	0.00337572066
396	0.999777187	0.00337572066
397	0.999777187	0.00337572066
398	0.999777187	0.00337572066
399	0.999777187	0.00337572066
400	0.999777187	0.00337572066
401	0.999777187	0.00337572066
402	0.999777187	0.00337572066
403	0.999777187	0.00337572066
404	0.999777187	0.00337572066
405	0.999777187	0.00337572066
406	0.999777187	0.00337572066
407	0.999777187	0.00337572066
408	0.999777187	0.00337572066
409	0.999777187	0.00337572066
410	0.999777187	0.00337572066
411	0.999777187	0.00337572066
412	0.999777187	0.00337572066
413	0.999777187	0.00337572066
414	0.999777187	0.00337572066
415	0.999777187	0.00337572066
416	0.999777187	0.00337572066
417	0.999777187	0.00337572066
418	0.999777187	0.00337572066
419	0.999777187	0.00337572066
420	0.999777187	0.00337572066
421	0.999777187	0.00337572066
422	0.999777187	0.00337572066
423	0.999777187	0.00337572066
424	0.999777187	0.00337572066
425	0.999777187	0.00337572066
426	0.999777187	0.00337572066
427	0.999777187	0.00337572066
428	0.999777187	0.00337572066
429	0.999777187	0.00337572066
430	0.999777187	0.00337572066
431	0.999777187	0.00337572066
432	0.999777187	0.00337572066
433	0.999777187	0.00337572066
434	0.999777187	0.00337572066
435	0.999777187	0.00337572066
436	0.999777187	0.00337572066
437	0.999777187	0.00337572066
438	0.999777187	0.00337572066
439	0.999777187	0.00337572066
440	0.999777187	0.00337572066
441	0.999777187	0.00337572066
442	0.999777187	0.00337572066
443	0.999777187	0.00337572066
444	0.999777187	0.00337572066
445	0.999777187	0.00337572066
446	0.999777187	0.00337572066
447	0.999777187	0.00337572066
448	0.999777187	0.00337572066
449	0.999777187	0.00337572066
450	0.999777187	0.00337572066
451	0.999777187	0.003354669576
452	0.9997793926	0.003327165669
453	0.9997793926	0.003327165669
454	0.9997793926	0.003327138374
455	0.9997793926	0.003327133013
456	0.9997793926	0.003327119382
457	0.9997793926	0.003322228093
458	0.9997815982	0.0032978588
459	0.9997860094	0.003273399735
460	0.9997838038	0.003252336062
461	0.9997838038	0.003252328774
462	0.9997838038	0.003252311904
463	0.9997838038	0.003252311904
464	0.9997838038	0.003252292664
465	0.9997838038	0.003252292664
466	0.9997838038	0.003252287098
467	0.9997838038	0.003252287098
468	0.9997838038	0.00325226984
469	0.9997838038	0.003241577819
470	0.9997838038	0.003220679028
471	0.9997838038	0.00322066347
472	0.9997838038	0.003220654153
473	0.9997838038	0.003220638611
474	0.9997838038	0.003220620436
475	0.9997838038	0.003212927961
476	0.9997838038	0.003198268627
477	0.9997838038	0.003198249804
478	0.9997838038	0.003198230991
479	0.9997838038	0.003198230991
480	0.9997838038	0.003198221109
481	0.9997838038	0.003198210938
482	0.9997838038	0.003198210938
483	0.9997838038	0.003198210938
484	0.9997838038	0.003198210938
485	0.9997838038	0.003198210938
486	0.9997838038	0.003198209569
487	0.9997838038	0.003198199694
488	0.9997838038	0.003198199694
489	0.9997838038	0.003198199694
490	0.9997838038	0.003198199694
491	0.9997838038	0.003198199694
492	0.9997838038	0.003198199694
493	0.9997838038	0.003198189822
494	0.9997838038	0.003198179954
495	0.9997838038	0.003198179954
496	0.9997838038	0.003198176734
497	0.9997838038	0.003198176734
498	0.9997838038	0.003198172041
499	0.9997838038	0.003198172041
500	0.9997838038	0.003198162176
501	0.9997838038	0.003198162176
502	0.9997838038	0.003198162176
503	0.9997838038	0.003198162176
504	0.9997838038	0.003198152315
505	0.9997838038	0.003198152315
506	0.9997838038	0.003198152315
507	0.9997838038	0.003198152315
508	0.9997838038	0.003198152315
509	0.9997838038	0.003198152315
510	0.9997838038	0.003198142457
511	0.9997838038	0.00319812217
512	0.9997838038	0.00319810191
513	0.9997838038	0.003198083164
514	0.9997838038	0.003198083164
515	0.9997838038	0.003198083164
516	0.9997838038	0.003198083164
517	0.9997838038	0.003198078108
518	0.9997838038	0.003198078108
519	0.9997838038	0.003198076547
520	0.9997838038	0.003198071492
521	0.9997838038	0.003198071492
522	0.9997838038	0.00319806644
523	0.9997838038	0.003198061389
524	0.9997838038	0.00319805634
525	0.9997838038	0.003198051292
526	0.9997838038	0.003198046247
527	0.9997838038	0.003198041203
528	0.9997838038	0.00319803616
529	0.9997838038	0.00319803112
530	0.9997838038	0.00319803112
531	0.9997838038	0.00319803112
532	0.9997838038	0.003198026081
533	0.9997838038	0.003198021044
534	0.9997838038	0.003198021044
535	0.9997838038	0.003198016009
536	0.9997838038	0.003198016009
537	0.9997838038	0.003198013246
538	0.9997838038	0.003198013246
539	0.9997838038	0.003198010557
540	0.9997838038	0.003198010557
541	0.9997838038	0.003198010557
542	0.9997838038	0.003198010557
543	0.9997838038	0.003198010557
544	0.9997838038	0.003198010557
545	0.9997838038	0.003198010557
546	0.9997838038	0.003198010557
547	0.9997838038	0.003198010557
548	0.9997838038	0.003198010557
549	0.9997838038	0.003198010557
550	0.9997838038	0.003197998099
551	0.9997838038	0.003197998099
552	0.9997838038	0.003197998099
553	0.9997838038	0.003197993066
554	0.9997838038	0.003197993066
555	0.9997838038	0.003197993066
556	0.9997838038	0.003197988034
557	0.9997838038	0.003197988034
558	0.9997838038	0.003197988034
559	0.9997838038	0.003197988034
560	0.9997838038	0.003197988034
561	0.9997838038	0.003197988034
562	0.9997838038	0.003197988034
563	0.9997838038	0.003197969331
564	0.9997838038	0.003197969331
565	0.9997838038	0.003197969331
566	0.9997838038	0.003197969331
567	0.9997838038	0.003197969331
568	0.9997838038	0.003197969331
569	0.9997838038	0.003197969331
570	0.9997838038	0.00319796383
571	0.9997838038	0.00319796383
572	0.9997838038	0.003197959168
573	0.9997838038	0.003197959168
574	0.9997838038	0.003197959168
575	0.9997838038	0.003197959168
576	0.9997838038	0.003197940545
577	0.9997838038	0.003197940545
578	0.9997838038	0.003197929585
579	0.9997838038	0.003197929585
580	0.9997838038	0.003197929585
581	0.9997838038	0.003197929585
582	0.9997838038	0.003197929585
583	0.9997838038	0.003197929585
584	0.9997838038	0.003197928042
585	0.9997838038	0.003197928042
586	0.9997838038	0.003197928042
587	0.9997838038	0.003197928042
588	0.9997838038	0.003197928042
589	0.9997838038	0.003197928042
590	0.9997838038	0.003197923403
591	0.9997838038	0.003197923403
592	0.9997838038	0.003197923403
593	0.9997838038	0.003197923403
594	0.9997838038	0.003197923403
595	0.9997838038	0.003197923403
596	0.9997838038	0.003197923403
597	0.9997838038	0.003197923403
598	0.9997838038	0.003197923403
599	0.9997838038	0.003197923403
600	0.9997838038	0.003197923403
601	0.9997838038	0.003197923403
602	0.9997838038	0.003197923403
603	0.9997838038	0.003197923403
604	0.9997838038	0.003197923403
605	0.9997838038	0.003197912468
606	0.9997838038	0.003197912468
607	0.9997838038	0.003197912468
608	0.9997838038	0.003197911103
609	0.9997838038	0.003197892416
610	0.9997838038	0.003197873741
611	0.9997838038	0.003197873741
612	0.9997838038	0.003197873741
613	0.9997838038	0.003197873741
614	0.9997838038	0.003197873741
615	0.9997838038	0.003197873741
616	0.9997838038	0.003197873741
617	0.9997838038	0.003197848206
618	0.9997838038	0.003197848206
619	0.9997838038	0.003197848206
620	0.9997838038	0.003197846668
621	0.9997838038	0.003197846668
622	0.9997838038	0.003197846668
623	0.9997838038	0.003197846668
624	0.9997838038	0.003197846668
625	0.9997838038	0.003197846668
626	0.9997838038	0.003197843945
627	0.9997838038	0.003197843945
628	0.9997838038	0.003197841224
629	0.9997838038	0.003197822559
630	0.9997838038	0.003197812519
631	0.9997838038	0.003197812519
632	0.9997838038	0.003197812519
633	0.9997838038	0.003197812519
634	0.9997838038	0.003197802486
635	0.9997838038	0.003197762403
636	0.9997838038	0.003197752404
637	0.9997838038	0.003197742412
638	0.9997838038	0.003197742412
639	0.9997838038	0.003197722859
640	0.9997838038	0.003197712881
641	0.9997838038	0.003197702909
642	0.9997838038	0.003197702909
643	0.9997838038	0.003197660595
644	0.9997838038	0.003197660595
645	0.9997838038	0.003197660595
646	0.9997838038	0.003197660595
647	0.9997838038	0.003197660595
648	0.9997838038	0.003197660595
649	0.9997838038	0.003197660595
650	0.9997838038	0.003197660595
651	0.9997838038	0.003197651426
652	0.9997838038	0.003197642133
653	0.9997838038	0.003197632842
654	0.9997838038	0.003197632842
655	0.9997838038	0.003197628264
656	0.9997838038	0.003197628264
657	0.9997838038	0.003197628264
658	0.9997838038	0.003197628264
659	0.9997838038	0.003197628264
660	0.9997838038	0.003197628264
661	0.9997838038	0.003197628264
662	0.9997838038	0.003197628264
663	0.9997838038	0.003197607261
664	0.9997838038	0.003197607261
665	0.9997838038	0.003197607261
666	0.9997838038	0.003197607261
667	0.9997838038	0.003197607261
668	0.9997838038	0.003197607261
669	0.9997838038	0.003197607261
670	0.9997838038	0.003197607261
671	0.9997838038	0.003197607261
672	0.9997838038	0.003197607261
673	0.9997838038	0.003197607261
674	0.9997838038	0.003197607261
675	0.9997838038	0.003197607261
676	0.9997838038	0.003197607261
677	0.9997838038	0.003197607261
678	0.9997838038	0.003197602699
679	0.9997838038	0.003197602699
680	0.9997838038	0.003197565557
681	0.9997838038	0.003197556279
682	0.9997838038	0.003197546529
683	0.9997838038	0.003197541559
684	0.9997838038	0.00319753659
685	0.9997838038	0.003197516728
686	0.9997838038	0.003197498201
687	0.9997838038	0.003197488467
688	0.9997838038	0.003197483512
689	0.9997838038	0.003197473783
690	0.9997838038	0.003197468831
691	0.9997838038	0.00319746388
692	0.9997838038	0.003197453984
693	0.9997838038	0.003197444094
694	0.9997838038	0.003197434211
695	0.9997838038	0.003197424334
696	0.9997838038	0.003197414465
697	0.9997838038	0.003197404602
698	0.9997838038	0.003197394746
699	0.9997838038	0.003197375051
700	0.9997838038	0.003197375051
701	0.9997838038	0.003197355382
702	0.9997838038	0.003197355382
703	0.9997838038	0.003197355382
704	0.9997838038	0.003197347665
705	0.9997838038	0.003197347665
706	0.9997838038	0.003197344023
707	0.9997838038	0.003197344023
708	0.9997838038	0.003197344023
709	0.9997838038	0.003197334201
710	0.9997838038	0.003197334201
711	0.9997838038	0.003197334201
712	0.9997838038	0.003197334201
713	0.9997838038	0.003197324385
714	0.9997838038	0.003197324385
715	0.9997838038	0.003197314576
716	0.9997838038	0.003197314576
717	0.9997838038	0.003197314576
718	0.9997838038	0.003197314576
719	0.9997838038	0.003188835709
720	0.9997838038	0.003180454053
721	0.9997860094	0.003164203067
722	0.999788215	0.003149789297
723	0.999788215	0.003149783546
724	0.999788215	0.003149681268
725	0.9997904207	0.003116027738
726	0.9997970376	0.003094009196
727	0.9997970376	0.003094007198
728	0.9997970376	0.003094005199
729	0.9997970376	0.003093991775
730	0.9997970376	0.003093989778
731	0.9997970376	0.003093987781
732	0.9997970376	0.003093947215
733	0.9997970376	0.003093945218
734	0.9997970376	0.003093943222
735	0.9997970376	0.003093943222
736	0.9997970376	0.0030939299
737	0.9997970376	0.003093927905
738	0.9997970376	0.003093927905
739	0.9997970376	0.003093901315
740	0.9997970376	0.003093901315
741	0.9997970376	0.003093898105
742	0.9997970376	0.003093890332
743	0.9997970376	0.003093890332
744	0.9997970376	0.00309383739
745	0.9997970376	0.00309383739
746	0.9997970376	0.00309383739
747	0.9997970376	0.003093829981
748	0.9997970376	0.003093827008
749	0.9997970376	0.003093827008
750	0.9997970376	0.003093825361
751	0.9997970376	0.003093819634
752	0.9997970376	0.00309381391
753	0.9997970376	0.00309381391
754	0.9997970376	0.003093787596
755	0.9997970376	0.003093787596
756	0.9997970376	0.003093787596
757	0.9997970376	0.003093761361
758	0.9997970376	0.003093761361
759	0.9997970376	0.003093742255
760	0.9997970376	0.003093742255
761	0.9997970376	0.003093740665
762	0.9997970376	0.003093740665
763	0.999801449	0.003082895803
764	0.9997992433	0.003070396973
765	0.9997992433	0.003070396973
766	0.9997992433	0.003070394039
767	0.9997992433	0.003070394039
768	0.9997992433	0.003070391522
769	0.9997992433	0.003070391522
770	0.9997992433	0.003070381463
771	0.9997992433	0.003070381463
772	0.9997992433	0.003070378951
773	0.9997992433	0.003070378951
774	0.9997992433	0.003070378951
775	0.9997992433	0.003070378951
776	0.9997992433	0.003070378951
777	0.9997992433	0.003070378951
778	0.9997992433	0.003070377121
779	0.9997992433	0.003070377121
780	0.9997992433	0.003070374191
781	0.9997992433	0.003070374191
782	0.9997992433	0.003070363199
783	0.9997992433	0.003070363199
784	0.9997992433	0.003070363199
785	0.9997992433	0.003070363199
786	0.9997992433	0.003070363199
787	0.9997992433	0.003070352223
788	0.9997992433	0.00307034833
789	0.9997992433	0.00307034833
790	0.9997992433	0.003070345848
791	0.9997992433	0.003070345848
792	0.9997992433	0.003070345848
793	0.9997992433	0.003070345848
794	0.9997992433	0.00307034098
795	0.9997992433	0.00307034098
796	0.9997992433	0.00307034098
797	0.9997992433	0.003070330029
798	0.9997992433	0.003070323372
799	0.9997992433	0.003070323372
800	0.9997992433	0.003070320895
801	0.9997992433	0.003070315261
802	0.9997992433	0.003070309629
803	0.9997992433	0.003070309629
804	0.9997992433	0.003070309629
805	0.9997992433	0.003070309629
806	0.9997992433	0.003070309629
807	0.9997992433	0.003070292776
808	0.9997992433	0.003070292776
809	0.9997992433	0.003070290304
810	0.9997992433	0.003070290304
811	0.9997992433	0.003070290304
812	0.9997992433	0.003070280343
813	0.9997992433	0.003070280343
814	0.9997992433	0.003070280343
815	0.9997992433	0.003070270398
816	0.9997992433	0.003070263752
817	0.9997992433	0.00307026027
818	0.9997992433	0.003070256789
819	0.9997992433	0.003070251162
820	0.9997992433	0.003070245538
821	0.9997992433	0.003070245538
822	0.9997992433	0.00307023561
823	0.9997992433	0.00307022009
824	0.9997992433	0.00307022009
825	0.9997992433	0.00307021636
826	0.9997992433	0.003070210742
827	0.9997992433	0.003070205125
828	0.9997992433	0.003070205125
829	0.9997992433	0.003070202661
830	0.9997992433	0.003070202661
831	0.9997992433	0.003070202661
832	0.9997992433	0.003070182853
833	0.9997992433	0.003070182853
834	0.9997992433	0.003070182853
835	0.9997992433	0.003070182853
836	0.9997992433	0.003070182853
837	0.9997992433	0.003070182853
838	0.9997992433	0.003070181411
839	0.9997992433	0.003070181411
840	0.9997992433	0.003070181411
841	0.9997992433	0.003070178952
842	0.9997992433	0.003070178952
843	0.9997992433	0.003070178952
844	0.9997992433	0.00307017524
845	0.9997992433	0.00307017524
846	0.9997992433	0.003070170302
847	0.9997992433	0.003070170302
848	0.9997992433	0.003070170302
849	0.9997992433	0.003070170302
850	0.9997992433	0.003070170302
851	0.9997992433	0.003070162879
852	0.9997992433	0.003070162879
853	0.9997992433	0.003070143156
854	0.9997992433	0.003070137544
855	0.9997992433	0.003070131934
856	0.9997992433	0.003070131934
857	0.9997992433	0.003070127774
858	0.9997992433	0.003070127774
859	0.9997992433	0.003070127774
860	0.9997992433	0.003070127774
861	0.9997992433	0.003070125323
862	0.9997992433	0.003070125323
863	0.9997992433	0.003070125323
864	0.9997992433	0.003070125323
865	0.9997992433	0.003070125323
866	0.9997992433	0.003070122872
867	0.9997992433	0.003070122872
868	0.9997992433	0.003070122872
869	0.9997992433	0.003070119962
870	0.9997992433	0.003070119962
871	0.9997992433	0.003070119962
872	0.9997992433	0.003070118515
873	0.9997992433	0.003070112906
874	0.9997992433	0.003070112906
875	0.9997992433	0.0030701092
876	0.9997992433	0.003070103593
877	0.9997992433	0.003070097989
878	0.9997992433	0.003070092385
879	0.9997992433	0.003070092385
880	0.9997992433	0.003070092385
